songnumber,songid,albumid,albumname,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,track_id,artist_hotttnesss,artist_mbid,artist_playmeid,artist_7digitalid,release1,release_7digitalid,song_hotttnesss,track_7digitalid,analysis_sample_rate,audio_md5,end_of_fade_in,energy,key1,key_confidence,loudness,mode1,mode_confidence,start_of_fade_out
4830,SOYSHUA12A58A7CEBF,24127,Wendy Moten,AR1BZED1187FB4CDEE,35.1497,Memphis TN,-90.0489,Wendy Moten,0,230.373,5,0.615,109.001,4,0.558,Make This Love Last,1992,TRAQKVM128F145BB26,0.302256,f58a85e3-d79a-49c0-8543-fef332632bad,64319,16861,Wendy Moten,24127,0,253419,22050,651ce7ebfd1310fa31d02e56b4e81a0d,0.445,0,5,0.615,-8.634,1,0.305,221.344
4831,SOWZOIY12AB0181FD3,345280,Reggae Salute,ARNNQ9E1187FB3C82F,0,,0,Black History,0,251.402,5,0.054,127.27,5,0.974,Problem Inna the System,2001,TRAQKZA128F9306913,0.457982,c8327cc0-54f3-424f-a68d-000ee7289a41,34228,7536,Reggae Salute,345280,0.345802234,3870000,22050,5c6338fc7f81d84f59ac3c4b84d06acb,0.282,0,5,0.054,-10.062,0,0.325,237.819
4832,SOFUTDG12AB018A272,773152,La fin de l'ÃŒÂ©ternitÃŒÂ©,ARRHXNC1187B98C169,64.5565,NORWAY,12.6654,Melatonin,0,233.116,10,0.542,127.989,4,0.41,Le complexe de Sisyphe,0,TRAQLFD12903CE16C7,0.325899,cb48fe46-7401-4dc3-9426-7b587d7045d6,-1,576959,La fin de l'ÃŒÂ©ternitÃŒÂ©,773152,nan,8557720,22050,232aea89182c96803de5e6c206e70614,5.7,0,10,0.542,-9.443,0,0.585,205.224
4833,SOKIGAA12AB0184D4F,356385,He Holds the Keys,ARID75M1187B9B8341,0,,0,Steve Green,0,147.409,0,0.535,168.34,4,0.563,Honor The Lord (He Holds The Keys Album Version),0,TRAQLIE128F931C3F3,0.348527,dcaa525e-9af3-4ff9-85c3-be48cfb98c17,48502,10557,He Holds the Keys,356385,0.308045152,3975160,22050,29213754b33564b01e576a62089814bc,0.321,0,0,0.535,-13.051,1,0.588,144.486
4834,SOGTHVT12A6D4FC435,839,Ummagumma,ARD4C1I1187FB4B0C3,0,London England,0,Pink Floyd,0,60.1334,7,0.399,65.61,4,0.75,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),0,TRAQLMY128F42313D6,0.638906,83d91898-7763-47d7-b03b-b92132375c47,1271,447,Ummagumma,839,nan,1338750,22050,17b35c2266d0b1b9bf3e29c31fb27310,0.712,0,7,0.399,-20.11,1,0.473,60.133
4837,SOCZOTF12AB018C245,682722,Country Lovers_ Vol. 2,AR14CJ91187FB3A994,35.5207,Madisonville TN,-84.3635,Eddy Arnold,0,156.212,3,0,42.086,4,0,Enclosed_ One Broken Heart,0,TRAQLOT12903CE025B,0.397776,1c4c789d-06af-42ef-b86c-7d6bf49c652c,14170,3356,Country Lovers_ Vol. 2,682722,nan,7576930,22050,1750901a2ff0a12dd312e7ed0b5b8402,0.171,0,3,0,-11.375,1,0,151.632
4838,SOQWJDW12AB01829EE,386707,Les Increvable N2,ARD7U0O1187FB5531A,49.3446,Neuilly-sous-Clermont (Oise),2.40955,AndrÃŒÂ© Verchuren,0,194.821,2,0.59,123.249,3,0.985,Jalousie,0,TRAQLTJ128F92E7FEE,0.267125,8153997d-0a0a-4f4a-8aa1-278bb2d7d006,-1,94411,Les Increvable N2,386707,nan,4289340,22050,a390d8d7071c894e1a06e10b93004fe1,0.107,0,2,0.59,-9.865,1,0.457,192.238
4840,SOAWEQT12A8C13AC84,159601,40 Frauen / Im September,ARGR98V1187FB3A1B9,0,,0,Andreas Dorau,0,267.363,0,0.002,118.975,4,0.924,Du Verstehst Mich Nicht,2005,TRAQLXW128F4278459,0.382427,d3281dc6-1484-4627-a344-3715347952e0,-1,29956,40 Frauen / Im September,159601,nan,1676210,22050,a7dad899e7afe2df9b5a07eea79c600b,0,0,0,0.002,-9.752,1,0.243,254.949
4842,SOWREHW12AB0186FE8,768418,Classic Years of The Merry Macs,ARXGICZ1187FB444DD,44.979,Minneapolis MN,-93.2649,The Merry Macs,0,182.987,8,0.539,79.821,4,0.937,Breezin' Along With the Breeze,0,TRAQMBA12903CD57EA,0.249454,625689fe-ee9c-44bc-87ee-e42ad7b97e7c,-1,95363,Classic Years of The Merry Macs,768418,nan,8508760,22050,e51ca1a58caff4f82bb9fa85a962cc10,0.148,0,8,0.539,-16.008,1,0.64,176.594
4844,SOGALXT12A8C1332F5,256234,Southern Slang,ARG3UX61187B9AC05A,0,,0,D.O.W.N.,0,239.725,11,0.381,129.986,4,0.485,I Don't Give a F**k,0,TRAQMCF128F4247415,0.542534,4c01333f-e8e8-43bd-9923-8de83ef6f63d,30553,4117,Southern Slang,256234,0,2696720,22050,a5b792ab9f00b651fb1ec26605d07dfc,0.142,0,11,0.381,-7.722,0,0.311,223.997
4845,SOEMGOC12AB018790A,646387,A Man And His Music  - El Inolvidable,ARZ8S071187B993849,18.4662,San Juan Puerto Rico,-66.1067,Tito Rodriguez,0,176.587,5,0.297,103.166,7,0.143,Mango Del Monte,2001,TRAQMCM128F934CF43,0.238696,2b6504f7-85e8-4f85-a818-e96ee165b9a2,20833,265996,A Man And His Music  - El Inolvidable,646387,nan,7161220,22050,a11747ac576cb2d46dbebe0f43c6ddcd,0.989,0,5,0.297,-10.317,1,0.281,169.268
4846,SOGRXSE12A6D4FB47C,413547,Attack - The Remixes Part 1,AR5O6W51187FB46984,51.1642,Germany,10.4542,SNAP!,0,385.358,6,0.769,150.037,4,0,The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix),0,TRAQMDS128F9326C87,0.4639,cd23732d-ffd2-444e-8884-53475d7ac7d9,30909,42395,Attack - The Remixes Part 1,413547,nan,4607660,22050,325750ffa174efb78e307b5061526b0a,0.345,0,6,0.769,-11.804,0,0.636,380.534
4850,SOBLURN12AB018064A,435385,Never Been Better,ARCHMYZ11EB9C820A9,0,,0,Ada Jane,0,288.809,10,0.018,61.198,1,0,The Queen's Treatment,0,TRAQMNJ128F92E9D94,0,,-1,324182,Never Been Better,435385,nan,4850680,22050,07639c4d601d9e3e7dfc7ec45957f9c4,2.932,0,10,0.018,-13.892,1,0.407,280.416
4851,SOROJLB12A81C2178B,275330,Encounter,ARNARI81187FB3C9A7,0,Rio de Janeiro Brazil,0,Flora Purim,0,242.834,2,0.253,75.297,5,0.83,Tomara (I Wish),1994,TRAQMNQ128F4250FD8,0.340544,b1091eee-4198-4e66-8b15-05ae12b03353,27564,10621,Encounter,275330,0.265861049,3062060,22050,dc32fe9eea84d32449df4832d16e9eff,0,0,2,0.253,-19.173,1,0.483,232.594
4852,SOJFAXW12AB018D3BE,665048,Unsettled Scores,ARPYQNG1187FB4AF63,0,,0,Virgil Moorefield,0,155.872,5,0.125,45.13,4,0,Get Moose and Squirrel,1995,TRAQMOX12903CAEBD7,0,0b7a2862-b62f-42ae-a7a2-82a803c4ff0d,-1,365747,Unsettled Scores,665048,0,7373210,22050,f9e72625fd4f9b89f8d9906bd77b0385,0.421,0,5,0.125,-10.369,1,0.17,147.72
4853,SOKNRNY12A8C143B32,615263,Frozen Dreams,ARZAHDN1187B9B4BED,0,Tennessee,0,Ice_ Lucky Luciano_ Filero,0,239.934,5,0.414,163.006,4,0.257,Slab Ridaz (feat. Lucky Luciano & Filero),0,TRAQMTB128F92FEE3B,0.345936,e5348c4f-6907-4be7-b597-53bedbbc8e60,48759,22127,Frozen Dreams,615263,nan,6839820,22050,3f63946d3d00427a22ff6a5f37f717d1,0.247,0,5,0.414,-5.141,0,0.557,235.027
4855,SOBUKEN12AB018CEA2,575324,Early Works,AR0Q5531187FB45143,0,,0,Dallas Holm,0,273.005,7,0.686,93.553,4,0.676,A Broken Heart,0,TRAQMWP12903CAC06F,0.215616,6e3b2a72-b4c4-45b3-8154-63ee011b2807,64303,382471,Early Works,575324,nan,6386520,22050,d823d3d7f3d960d772d0301b6631fd23,2.351,0,7,0.686,-14.948,1,0.688,260.899
4856,SOZLSQF12AB01852C1,447646,The Art of War Volume 4,ARYGXKQ11E2835CE3B,0,New York NY [Queens],0,Styles P,0,57.5734,1,0.432,105.532,3,0.689,Styles P Speaks (Interlude),0,TRAQMYS128F930582B,0.472671,6c81c5d0-5159-4be8-b774-aa8397ed5a93,-1,33141,The Art of War Volume 4,447646,nan,4966470,22050,75b2c3ceb33cf097df99653c86919d3e,0,0,1,0.432,-7.495,0,0.32,57.573
4857,SOAEQKJ12A58A761EA,76216,Westside Story Remix feat. Snoop Dogg & 50 Cent,ART62WC1187FB47E80,0,New Mexico,0,The Game feat. Jim Jones Camron & Bezell,0,210.233,7,0.723,69.555,7,0.324,Certified Gangstas (featuring Jim Jones Camron & Bezell),0,TRAQMZB128EF351A09,0.528615,81148ae0-47e9-4830-ac97-8e69b6c71706,6349,94613,Westside Story Remix feat. Snoop Dogg & 50 Cent,76216,0.407233015,793980,22050,b9bf2a230986401fa00a3537d800d0d9,0,0,7,0.723,-6.647,1,0.272,210.233
4859,SOHYKZG12A6D4FAF0A,64413,Petraphonics,AR2KSTE1187FB57A36,0,Fort Wayne Indiana,0,Petra,0,242.625,4,0.036,105.498,4,0.834,Hollow Eyes (Beat The System Album Version),0,TRAQNEC128F14ADF01,0.475393,e52a3cd0-6a7f-4cc0-b9d4-049b8871e849,40764,4883,Petraphonics,64413,0.518340538,669146,22050,3510b491df4d1e36a9b9fa4698af9b02,2.984,0,4,0.036,-11.555,0,0.386,230.917
4861,SOACEXG12AC468D8FB,606149,Preset 001 / Reset 001,ARMUCXW11F50C4BFEC,0,,0,Bionikworld,0,413.231,0,1,126.089,4,0.875,Party Favours,0,TRAQNMM12903D00407,0.186142,47c28c84-b2ff-4f2f-b839-c4331d7835dc,-1,163901,Preset 001 / Reset 001,606149,0,6734530,22050,7723de917dbe8e7bcfb549bdc7f38f44,0.208,0,0,1,-7.56,1,0.875,410.703
4862,SOBQKAH12A8C1362DF,291038,Les Fiances D'Auvergne,ARQ4OZM1187B991229,0,,0,Jean Segurel,0,144.979,7,0.71,214.324,3,0.846,Sous les chataigniers,0,TRAQNMX128F427CAFB,0.157267,68ecbc62-19c6-49f7-80ec-d521caced0a1,-1,93558,Les Fiances D'Auvergne,291038,nan,3266420,22050,280ed1ee3c1ad4cc21c86a0c07418386,1.419,0,7,0.71,-8.819,1,0.321,142.164
4864,SOZLPXW12A6D4F80FE,80685,Big Moving Parts,AROLZEM1187B9A805E,64.5565,NORWAY,12.6654,Ashes to Ashes,0,247.849,8,0.548,84.001,5,0.775,Gemini,0,TRAQNXY128EF35D3CB,0.358845,9653afd0-27af-40ff-ad60-caf1b79b18c5,59392,65476,Big Moving Parts,80685,0,853790,22050,47aac690be808c4245f7d596db2f414c,0,0,8,0.548,-5.061,1,0.481,238.005
4865,SONNELS12AB018048F,532679,Friend EP,ARRDRI71187FB46EAA,40.6551,Brooklyn NY,-73.9489,Band Of Horses,0,205.244,11,0.115,111.963,4,0.871,Plans (Cover Version - Original by Grizzly Bear),0,TRAQOFP128F92FF669,0.547244,59a7fbcb-ff74-494d-abd0-9c82359040c9,33443,171651,Friend EP,532679,0.528782481,5886080,22050,f1729fabeec08b84782ce5b6284bdc8b,0,0,11,0.115,-11.536,1,0.496,192.604
4866,SOLDQOV12A6D4F5BBB,76785,Praise Keeper,AR21JV01187B999138,0,,0,Bill Murk,0,298.997,7,0.495,126.884,4,0.213,Find us Faithful,0,TRAQOLQ128EF3531E3,0,22f1d6e0-17e7-4adc-8dd9-dcef7b9c0a88,-1,62288,Praise Keeper,76785,0,802931,22050,508c5df9b050fb9363599667d8901737,0.543,0,7,0.495,-8.188,1,0.445,290.418
4867,SONZTSK12AB018C5A1,715795,Twirl Records Story Volume 10,ARAVPU21187B993957,40.1903,Ohio,-82.6695,Don & Juan,0,136.045,5,0.916,141.469,4,1,Are You Putting Me On The Shelf,1995,TRAQOMM12903CC1D1C,0.317037,685c472f-9abf-4490-a845-6aa13b0922af,-1,34720,Twirl Records Story Volume 10,715795,nan,7940250,22050,5d9f1023967d539961d10db8d3793d21,0,0,5,0.916,-9.146,1,0.594,130.287
4868,SOHQASI12A58A78CDC,533915,Silver Box,ARML8X41187B990644,0,Glasgow Scotland,0,Simple Minds,0,352.444,8,0.317,106.136,4,0.295,Hunter And The Hunted (Live),1983,TRAQOOL128F93030A4,0.503362,f41490ce-fe39-435d-86c0-ab5ce098b423,1445,16269,Silver Box,533915,nan,5901000,22050,fd41a43fac724f4355a16a7d79a50144,0.194,0,8,0.317,-8.013,1,0.476,329.979
4869,SOGXXTV12AB018B61D,714651,The Latin Sounds of Edmundo Ros,ART9Z1P1187FB36C94,6.47279,Venezuela,-66.589,Edmundo Ros,0,134.112,10,0.688,191.863,1,0.045,Happy Beat,0,TRAQOOU12903CBE70D,0.323635,af06ac05-d9ec-4a5d-a637-aa75830f08d8,165088,22359,The Latin Sounds of Edmundo Ros,714651,nan,7926380,22050,4e5553ef94f1b6ac98a45f28543a53fb,0.833,0,10,0.688,-16.327,1,0.529,131.582
4870,SOOQGOK12AB0185F23,634092,Sulla Mia Pelle Special Edition,ARNDFTA125FEF32B22,0,,0,Noemi,0,226.377,0,0.511,144.052,4,0.485,Per Colpa Tua,2010,TRAQOOW128F932FA3C,0.442968,bee5be2b-0c22-45ee-817d-b744ea6aa6d3,211373,298524,Sulla Mia Pelle Special Edition,634092,0.611214623,7040850,22050,579330e8ce5a5cb4744ce39c1fc4603d,0.218,0,0,0.511,-2.957,1,0.534,221.333
4871,SOMBZVH12A6D4FC797,124373,20 Suosikkia  / Se jokin sinulla on,ARTWWNA1187B9B3BD7,0,,0,Frederik,0,179.382,3,0.654,103.063,4,0,Hur hur murmioon,0,TRAQOPC128F422850C,0.348215,78e5c8ea-e9c1-4eb3-a410-7001712290c6,-1,5483,20 Suosikkia  / Se jokin sinulla on,124373,nan,1283830,22050,bf441756a89b4d58673bb069ef5db9f2,0.34,0,3,0.654,-6.904,0,0.653,174.643
4872,SOJKRUL12A8C137034,263360,Kingston Hot,AR6EVQA1187B9AA1DF,0,Kingston Jamaica,0,Cocoa Tea,0,228.963,0,0.453,115.862,5,0.889,100%,1992,TRAQOSE128F42575EF,0.426009,bd67db55-a85f-4c2b-b5cd-4c8f9ceb50d4,34176,7546,Kingston Hot,263360,0,2767460,22050,f835f70da154d6d4b6f12fbc197af05e,0.106,0,0,0.453,-11.627,1,0.437,219.04
4875,SORYKAR12A8C13048C,240350,Serenity,ARMSW7X1187FB5B504,34.0535,California - LA,-118.245,Dave Eggar,0,224.731,4,0.35,117.298,5,1,Dream Of Ice,1998,TRAQPAW128F423666C,0.267758,fe44e194-1933-4ee8-a54a-5b92b21dc7a2,-1,179046,Serenity,240350,0,2623810,22050,292e02bb4e06940f54c52ae000e6ddab,0.409,0,4,0.35,-29.084,1,0.603,197.939
4876,SOAVNYB12AB0182731,716004,Misfortunes,ARVWIEH1187B9B39B5,0,Long Island NY,0,This Is Hell,0,106.396,6,0,83.335,3,0.562,REALIZATION: REMORSE,2008,TRAQPFR12903CC26CF,0.492132,48e52efa-e3b9-4e3d-9f20-d408a4b78421,57098,198008,Misfortunes,716004,0.679853999,7942740,22050,67fb201242bc4f7efc2f5eab624ed8ca,0,0,6,0,-5.726,1,0,106.396
4877,SOXVPPB12AB0185A28,467580,The Ones You Love,ARIRBO11187FB4B219,0,,0,Donna The Buffalo,0,251.428,0,0.844,172.076,1,0,Visitor,0,TRAQPGM128F933B997,0.37453,a916ce0a-0ab7-4b2f-b169-2166b746e31e,149278,60512,The Ones You Love,467580,0,5200450,22050,fdbde457e3100b8b9531cfc73477ee86,0.403,0,0,0.844,-12.667,1,0.916,243.955
4879,SOKVWUH12A58A7D2CD,481245,I'm No Angel,AROMB601187B991317,40.6551,Brooklyn NY,-73.9489,Mae West,0,150.491,2,0,101.276,7,0.634,Put It Off Until Tomorrow,2006,TRAQPHP128F92F1464,0.321713,9cde9e3a-e8af-4659-9c59-bdbf96acb558,16286,33385,I'm No Angel,481245,nan,5340040,22050,e21a4fda7ab63541a758b6d58f94f1fb,0,0,2,0,-16.198,0,0.134,143.18
4880,SOIBMJF12A58A7DFCE,43364,Mayday,ARS7E2E1187FB361BC,31.1689,Texas,-100.077,Mayday,0,233.848,5,0.598,178.719,4,0.533,Groundhog Day f/Cee-Lo Green & DJ Craze,0,TRAQPJU128F1484689,0.396094,2b09a4ab-da05-44b5-927c-a04ca0112ac0,-1,25802,Mayday,43364,0,462764,22050,720a3857a52fc3c32a06a9b8b3914c7e,0,0,5,0.598,-5.646,0,0.808,228.879
4882,SOKZCIU12A8C13EC0D,267888,Before The Amplifiers...Live Acoustic,AREPD8D1187FB3F5BC,0,Gainesville FL,0,Sister Hazel,0,283.48,9,0.689,195.633,4,0.606,Come Around (Acoustic),0,TRAQPKX128F428146D,0.509879,3b141e34-8c02-4074-b68a-7d64e3212acd,-1,15229,Before The Amplifiers...Live Acoustic,267888,0.43965466,2946770,22050,ce1cf1b7769338324e184b8b85843ca0,0,0,9,0.689,-6.594,1,0.525,283.48
4883,SOUFPFU12AB01854D3,508339,Las Cosas de Antes,ARVMHOI12802FDF5DE,0,,0,David Andreu,0,250.566,11,0.182,222.02,7,0,El Sabor lo Pongo Yo,0,TRAQPWZ128F9333FF8,0,,-1,376502,Las Cosas de Antes,508339,nan,5618580,22050,22ee2c9bc4e8cea5be380fd282ab480f,0,0,11,0.182,-6.063,0,0.487,240.042
4884,SOPFNGN12A6D4FB47B,413547,Attack - The Remixes Part 1,AR5O6W51187FB46984,51.1642,Germany,10.4542,SNAP!,0,327.784,6,0.073,121.102,4,1,Mary Had A Little Boy (Maestro Mix),1996,TRAQPZK128F9326C80,0.4639,cd23732d-ffd2-444e-8884-53475d7ac7d9,30909,42395,Attack - The Remixes Part 1,413547,0,4607650,22050,d9ea759224c51d03c2d7e81427bb30ca,0.363,0,6,0.073,-10.232,1,0.41,324.441
4885,SOREPXL12A67ADE7DA,68570,Cha cha cha,ARD5SR21187B9B5F4A,60.9966,HÃŒ_meenlinna,24.4951,Irwin Goodman,0,231.471,4,0.002,151.004,1,0,Onni,1978,TRAQQEE128EF342942,0.432804,078f98b2-3a90-4443-817b-440c7089b0c4,-1,5571,Cha cha cha,68570,0.215080319,717124,22050,6fcdd03477e5c2297a9413406d49c65d,3.727,0,4,0.002,-5.752,1,0.242,217.977
4887,SOTTGWB12A6D4F58C6,38957,The Project,ARTJJZZ1187B9BA5E7,0,,0,Rishi Rich,0,45.4526,11,0,95.985,4,1,Jaan - Interlude,2006,TRAQQLM128F147CBFE,0.331373,9b52b90b-9858-4463-b20d-7e00480c4714,1931,27921,The Project,38957,0.440187398,417027,22050,320e58cf63515ac5a6660c7d79ba4154,0.212,0,11,0,-10.817,0,0,45.453
4888,SOUTVOS12AB0189D62,559955,Deal With The Devil,AR8FMEN1187FB4A657,34.0535,Los Angeles CA,-118.245,Lizzy Borden,0,386.664,8,0.638,186.075,3,0.583,Zanzibar,2000,TRAQQOG128F934B0A1,0.419968,8b6a46d9-d1a4-43af-8322-6d04457e0bd5,58103,111291,Deal With The Devil,559955,0.48456253,6198590,22050,9ac0fde4bb0b34b358661eeb915ee5e3,8.052,0,8,0.638,-4.151,1,0.474,369.023
4889,SOGSJVU12A6D4F8735,27848,Solos And Duets,ARGMXQW1187FB54C34,-23.5629,Sao Paulo Brazil,-46.6547,Eliane Elias,0,201.221,5,0.242,176.138,3,0.74,All The Things You Are,1995,TRAQQTW128F1466D86,0.427914,9974cbc1-6a00-4a97-8a36-e4a25bfe0293,14229,2800,Solos And Duets,27848,0.215080319,305264,22050,b2c33642bcbcf9b5f07eb2bb5422b567,0.303,0,5,0.242,-28.25,0,0.365,186.027
4890,SORUVQF12AB017D220,539301,I Surrender All,ARC2HVM1187B98CE05,0,Tennessee,0,Clay Crosse,0,286.746,2,0.446,134.864,4,0.53,I Surrender All,1998,TRAQQUC128F9314732,0.414011,7faf90ae-4427-4be4-8f67-1278ef8c552f,19606,20865,I Surrender All,539301,0.591754161,5973420,22050,c8cf8b0431318cd6a88bf55e4fb7ce7d,2.444,0,2,0.446,-7.997,1,0.524,274.309
4891,SOCJMUC12AB01859E9,420078,Stronger Rastaman,ARTX57T1187B98F34B,18.1153,Jamaica,-77.2735,Mikey General,0,220.734,1,0.484,87.858,4,0.824,I'm Wondering,0,TRAQQUQ128F933671B,0.418736,6b9b861b-44ff-46cc-bfa3-93a3cdab3607,-1,7900,Stronger Rastaman,420078,nan,4680960,22050,b4105c6951eaa9294c5819fb4640e738,0,0,1,0.484,-13.333,1,0.533,210.977
4892,SOGSUTX12AB018C0E9,330903,Black Snow,ARA7EEC1187FB4C392,49.0104,Karlsruhe Germany,8.4092,Snowgoons,0,232.751,3,0.499,104.705,4,0.59,Starlight,2008,TRAQQUX128F92F9F10,0.461346,4c3017e5-16d2-4a59-9bfb-5ceb31dbaece,69937,125844,Black Snow,330903,0.587102737,3807790,22050,476b7a91501983bb3d9c321493e5a3a3,0.09,0,3,0.499,-2.42,0,0.473,228.421
4894,SOEWXOF12AC468B5C8,789658,Hefvermogen,ARWSCGO1269FCD5E49,0,,0,Hef feat. Big2 & Dio,0,219.298,6,0.563,102.374,4,0.821,Gedroomd,2009,TRAQQYH12903D0C595,0.405354,856a3968-26f8-4efd-a09e-ca385f67c300,-1,589676,Hefvermogen,789658,0.537503904,8733860,22050,b7f7714f84af278c5f1005a53972de7e,0,0,6,0.563,-9.909,0,0.295,205.311
4896,SOFRDRA12A8C1419D9,224131,I Giovani Assi Della Fisarmonica,ARLNSD41187FB4D9A0,42.5038,Italy,12.5735,Sergio Franchi,0,199.732,5,0.442,118.137,4,0.093,Cuore Appassionato,0,TRAQRAM128F4296694,0.232749,9230c25a-8812-4f16-b963-734729229d39,17642,2995,I Giovani Assi Della Fisarmonica,224131,0.250921416,2461980,22050,b10ea8ebb322d8bfb4d5ca2ec802d92b,0.067,0,5,0.442,-13.148,1,0.508,197.526
4898,SOCLIXD12A58A7B60D,489556,Feel Free,ARZ1YNY1187B9B673A,49.3843,CANADA - Ontario,-84.7563,Carolyn Arends,0,204.016,0,0.789,106.963,4,0.744,Last Thursday (Call Me Crazy),0,TRAQRFN128F93071EA,0.378208,41abe964-3f30-42c7-b020-3f43ce2efea0,16594,307124,Feel Free,489556,0.409333655,5433390,22050,7e73bac2377457097acd927d531af161,0.375,0,0,0.789,-9.819,1,0.81,192.493
4900,SOHPCSX12A8C13F224,311061,Back In Business,ARSQDUN1187B98D7D7,0,allentown Pennsylvania USA,0,EPMD / Nocturnal,0,204.512,6,0.608,180.823,4,0.567,Dungeon Master,1997,TRAQRJO128F42B7B09,0.45385,4fa39dc8-c695-4e0e-ba04-92c63d99c9f9,90149,15897,Back In Business,311061,0.480238748,3511050,22050,2b6584f9015b0640366f385eca692bbf,0.206,0,6,0.608,-6.866,1,0.535,189.057
4901,SOPUKRF12A8C137FF4,250897,Chantal's Way,ARB9WJ11187B98BF17,42.0832,Brockton MA,-71.0172,Steve Smith,0,404.453,0,0.181,138.39,4,0,Blue Cave,0,TRAQRLZ128F425CE1D,0.407925,e7b84164-e855-40dc-8ee6-27cf6b6cacc4,-1,181253,Chantal's Way,250897,nan,2790140,22050,f9bc607328b02eaaaf6c69f3ccda7fee,0.189,0,0,0.181,-30.676,0,0.186,369.046
4904,SOPOWPY12A8C13A4D0,159947,Modelo Para Armar,ARJRQL51187FB541AB,0,,0,Juan Carlos Baglietto,0,274.991,7,0.018,93.008,4,0.728,Estas Listo,0,TRAQRSK128F4279043,0.386631,84f01d1b-ff47-4b26-bedb-2701ec5b2c9f,67826,19920,Modelo Para Armar,159947,0,1679250,22050,e8977bb928b40a8dc8067400f7cb327b,4.452,0,7,0.018,-13.592,1,0.295,263.657
4905,SOTFFCM12A8C140BC2,426490,Dipla Se Sena,AR15O341187B9B182C,0,,0,Natassa Theodoridou,0,254.693,1,0.526,178.021,4,0.954,Endeka Para,0,TRAQRSO128F92D5C48,0.30319,43f502d5-b098-49df-949d-e9d898f0dc1f,28791,140523,Dipla Se Sena,426490,nan,4765690,22050,ec0be7a1e57139000dd5bafc8c0916ff,0.309,0,1,0.526,-8.851,0,0.687,246.996
4908,SOHDIHR12A6D4F913F,53832,Two Brothers,ARI2JSK1187FB496EF,51.5063,London England,-0.12714,Nick Ingman,0,167.34,0,0.411,115.124,5,0.677,Sangha the Outcast,0,TRAQRUZ128F149627D,0.318536,32111fcd-2338-472a-892b-4b329549e3ba,20077,2728,Two Brothers,53832,0,561675,22050,ace9cd09f9b1acd6491b02120d8dc9f8,2.792,0,0,0.411,-19.817,1,0.483,156.328
4910,SOOWOMX12AB018844A,409865,"The Best Of Tony Joe White Featuring Polk Salad Annie""",ARCZ20M1187FB49687,32.7794,Goodwill LA,-91.5612,Tony Joe White,0,187.324,11,0.095,126.241,4,0,Ol' Mother Earth (Album Version),0,TRAQRZP128F931C1F1,0.40351,810af667-6a1f-40df-87a9-27f726cba4f3,20062,11367,"The Best Of Tony Joe White Featuring ""Polk Salad Annie",409865,nan,4558380,22050,8ae62cfe1a686f18543a20525136cc1a,0.359,0,11,0.095,-23.012,0,0.272,176.222
4911,SOAHOBN12AB01835BF,563573,Da Grand Architek,ARDTPOC1241B9CE246,0,,0,DJ Phiene,0,240.927,4,0.28,165.023,4,0.472,Bass Fanactiks,0,TRAQSAG128F9354A2A,0.279396,,-1,417392,Da Grand Architek,563573,0,6237930,22050,e9f3f98f9f24d168c061e0be84c4e4a3,0,0,4,0.28,-10.706,0,0.333,234.568
4912,SONELCM12A8C14114B,503139,Essential Montreux,AR56P361187B9AC4DB,54.5958,Belfast Northern Ireland,-5.93494,Gary Moore,0,272.169,9,0.795,110.768,4,0.87,All Your Love [Live 1999],0,TRAQSEG128F9327EB9,0.467111,a8806b5c-3ee0-4277-94d3-1a5427a7707c,2590,1380,Essential Montreux,503139,nan,5568880,22050,5bf37ff18164f441d311cbdab16f7980,0,0,9,0.795,-5.457,1,0.656,267.459
4913,SOWAVGA12A58A7A6A2,819479,Stereo + Video,AR47RVG1187B995CE7,30.2676,Austin TX,-97.743,D:Fuse vs The Scumfrog,0,534.622,7,0.012,130.018,4,1,Stereo + Video,0,TRAQSEU12903CE5966,0.305734,f8830251-c5f9-44c5-aa40-de8bc2307f6d,-1,14339,Stereo + Video,819479,nan,9050400,22050,25269f8201666f6fa045050f5c6fb091,0.096,0,7,0.012,-4.757,1,0.353,530.982
4914,SOIBNUC12A8C140158,171096,Black Betty - The Anthology,ARYCP7D1187B99516B,43.6486,Toronto Canada,-79.3853,Pat Travers,0,221.936,1,0.916,182.949,3,0.433,Bazooka,0,TRAQSGM128F4296A20,0.384018,71fd1b0d-4f63-4060-95d9-afbc80ddffc2,52143,17472,Black Betty - The Anthology,171096,0.239629098,1819430,22050,ae6fe9a316307117817f920ce95621da,7.1,0,1,0.916,-6.236,1,0.741,197.782
4916,SORCJFO12A6BD54EBD,72185,Unter Wert,AR5EQRI1187FB41287,56.8755,Latvia,24.6075,Kuba,0,222.04,11,0.617,90.777,1,0.924,Geh,0,TRAQSVV128EF34BBEC,0.371935,371795db-f780-4380-affd-92e0a0bf7ef5,-1,56813,Unter Wert,72185,nan,758726,22050,de515b444a95f0948e2905f4c51f9d2d,0.119,0,11,0.617,-3.441,0,0.556,217.379
